,SalDoc_InternalNo,SalDocItem_ArtInternalNo
8906,5859299,30343
8907,5859304,30103
8908,5859304,30099
8909,5859307,305589
8910,5859307,53664
8911,5859307,43169
8912,5859307,52353
8913,5859317,84432
8914,5859317,268532
8915,5859317,47245
8916,5859317,252421
8917,5859317,31445
8918,5859317,266446
8919,5859317,43169
8920,5859317,152936
8921,5859317,30976
8922,5859317,258607
8923,5859317,30078
8924,5859317,30091
8925,5859318,103338
8926,5859318,229246
8927,5859318,53226
8928,5859318,229430
8929,5859318,31450
8930,5859318,31445
8931,5859320,30087
8932,5859320,282569
8933,5859320,30101
8934,5859324,52586
8935,5859328,261609
8936,5859328,51137
8937,5859328,282790
8938,5859332,37422
8939,5859332,51250
8940,5859332,52457
8941,5859332,52458
8942,5859332,103338
8943,5859332,304732
8944,5859332,304733
8945,5859336,30095
8946,5859336,282569
8947,5859336,48574
8948,5859336,30100
8949,5859338,40430
8950,5859338,40946
8951,5859341,272485
8952,5859341,60988
8953,5859345,278673
8954,5859345,50495
8955,5859346,49313
8956,5859346,265377
8957,5859347,42005
8958,5859347,42014
8959,5859348,74940
8960,5859348,51632
8961,5859349,30095
8962,5859349,266360
8963,5859356,277204
8964,5859356,48246
8965,5859356,90126
8966,5859356,280536
8967,5859356,51631
8968,5859356,52790
8969,5859356,247862
8970,5859356,74940
8971,5859356,48574
8972,5859356,58392
8973,5859356,97491
8974,5859356,39986
8975,5859356,270474
8976,5859358,27778
8977,5859358,27780
8978,5859358,47806
8979,5859358,270467
8980,5859358,34345
8981,5859358,37068
8982,5859358,68057
8983,5859359,253800
8984,5859359,74932
8985,5859359,74933
8986,5859359,74931
8987,5859359,52461
8988,5859359,2337
8989,5859361,49831
8990,5859361,58860
8991,5859361,31450
8992,5859361,266353
8993,5859361,34188
8994,5859366,280542
8995,5859366,280543
8996,5859366,280544
8997,5859366,280545
8998,5859366,97526
8999,5859366,57864
9000,5859366,90101
9001,5859366,31450
9002,5859366,41639
9003,5859366,30095
9004,5859366,30085
9005,5859367,309254
9006,5859369,286923
9007,5859369,285368
9008,5859369,251319
9009,5859369,265645
9010,5859369,31450
9011,5859369,50012
9012,5859369,243904
9013,5859369,253058
9014,5859372,51137
9015,5859372,30980
9016,5859372,256153
9017,5859372,259459
9018,5859375,35110
9019,5859375,35105
9020,5859375,35104
9021,5859375,35107
9022,5859375,34369
9023,5859375,278063
9024,5859380,258764
9025,5859380,258766
9026,5859380,258769
9027,5859380,258768
9028,5859380,282761
9029,5859380,31448
9030,5859380,37453
9031,5859381,46312
9032,5859381,41812
9033,5859381,47807
9034,5859381,41807
9035,5859381,251357
9036,5859381,251358
9037,5859383,2331
9038,5859383,291958
9039,5859383,49912
9040,5859385,258313
9041,5859385,75017
9042,5859385,87200
9043,5859385,55397
9044,5859385,48059
9045,5859387,305205
9046,5859387,273178
9047,5859387,259016
9048,5859389,34651
9049,5859389,100509
9050,5859389,251357
9051,5859392,264758
9052,5859392,48246
9053,5859392,56458
9054,5859393,55082
9055,5859393,207993
9056,5859398,41763
9057,5859398,74940
9058,5859398,57832
9059,5859398,33598
9060,5859398,31450
9061,5859398,48677
9062,5859398,34356
9063,5859398,94872
9064,5859398,93012
9065,5859398,40999
9066,5859402,31450
9067,5859402,51725
9068,5859404,45523
9069,5859404,266335
9070,5859404,74630
9071,5859404,285606
9072,5859404,51631
9073,5859404,36948
9074,5859404,36946
9075,5859404,36943
9076,5859404,36945
9077,5859407,37425
9078,5859407,247352
9079,5859409,49634
9080,5859409,51909
9081,5859414,307849
9082,5859414,43169
9083,5859415,37489
9084,5859415,37416
9085,5859415,37438
9086,5859415,37422
9087,5859415,41600
9088,5859415,37511
9089,5859415,37293
9090,5859415,54576
9091,5859415,49080
9092,5859415,305150
9093,5859415,270476
9094,5859415,27780
9095,5859419,286882
9096,5859419,287730
9097,5859421,30076
9098,5859421,30091
9099,5859421,30101
9100,5859421,48895
9101,5859421,34651
9102,5859422,280525
9103,5859422,27779
9104,5859422,266398
9105,5859422,241901
9106,5859422,74931
9107,5859425,74931
9108,5859425,282790
9109,5859425,34569
9110,5859425,34570
9111,5859427,41642
9112,5859427,90091
9113,5859427,37422
9114,5859427,293157
9115,5859427,263282
9116,5859427,31450
9117,5859427,31451
9118,5859427,31448
9119,5859427,52465
9120,5859427,52618
9121,5859427,253895
9122,5859428,251646
9123,5859428,52750
9124,5859428,30979
9125,5859428,30091
9126,5859428,30101
9127,5859429,30089
9128,5859429,30088
9129,5859429,30087
9130,5859429,30094
9131,5859429,30095
9132,5859429,53440
9133,5859429,277577
9134,5859429,277578
9135,5859429,31445
9136,5859429,47806
9137,5859429,51137
9138,5859429,46603
9139,5859429,46605
9140,5859429,48374
9141,5859429,48854
9142,5859430,37422
9143,5859430,47243
9144,5859430,261553
9145,5859438,40636
9146,5859438,40635
9147,5859440,47243
9148,5859441,37319
9149,5859441,37402
9150,5859441,251283
9151,5859441,39985
9152,5859442,87030
9153,5859442,46971
9154,5859442,252737
9155,5859442,51909
9156,5859442,277191
9157,5859442,56603
9158,5859442,56544
9159,5859442,31450
9160,5859442,31448
9161,5859442,58200
9162,5859442,291886
9163,5859442,74922
9164,5859442,74940
9165,5859442,30089
9166,5859442,30087
9167,5859442,156627
9168,5859442,52457
9169,5859442,74935
9170,5859442,74937
9171,5859442,117836
9172,5859444,41280
9173,5859444,31823
9174,5859444,282784
9175,5859446,34562
9176,5859446,37469
9177,5859446,207993
9178,5859446,47877
9179,5859446,253002
9180,5859446,34811
9181,5859448,259360
9182,5859448,290084
9183,5859448,304436
9184,5859448,43169
9185,5859450,74934
9186,5859450,41603
9187,5859450,74931
9188,5859450,28207
9189,5859450,52435
9190,5859450,266421
9191,5859450,153036
9192,5859450,40433
9193,5859450,37991
9194,5859450,285483
9195,5859457,30089
9196,5859457,30081
9197,5859457,30094
9198,5859457,30084
9199,5859457,30087
9200,5859457,2331
9201,5859457,2337
9202,5859457,283586
9203,5859457,256073
9204,5859457,259360
9205,5859457,47937
9206,5859460,55767
9207,5859460,74919
9208,5859463,47245
9209,5859463,43169
9210,5859463,43170
9211,5859463,304714
9212,5859463,283588
9213,5859463,283590
9214,5859463,45352
9215,5859463,306820
9216,5859464,34811
9217,5859464,43169
9218,5859464,282631
9219,5859464,43169
9220,5859464,285947
9221,5859464,253815
9222,5859464,120995
9223,5859464,43169
9224,5859464,45475
9225,5859464,262807
9226,5859467,257969
9227,5859467,309254
9228,5859467,292029
9229,5859467,52218
9230,5859467,259524
9231,5859467,52353
9232,5859467,46682
9233,5859467,49313
9234,5859467,50012
9235,5859467,279861
9236,5859467,273527
9237,5859467,61457
9238,5859467,61458
9239,5859467,56612
9240,5859467,56715
9241,5859467,264970
9242,5859467,270995
9243,5859467,262822
9244,5859467,48246
9245,5859467,48677
9246,5859467,48300
9247,5859467,31450
9248,5859467,31448
9249,5859467,257790
9250,5859467,257548
9251,5859467,27798
9252,5859467,27803
9253,5859467,27801
9254,5859467,27799
9255,5859467,117773
9256,5859467,309292
9257,5859467,52593
9258,5859467,304732
9259,5859467,287109
9260,5859467,41783
9261,5859467,41767
9262,5859467,46597
9263,5859467,56466
9264,5859467,87263
9265,5859467,87199
9266,5859467,28205
9267,5859467,2331
9268,5859467,30087
9269,5859467,30088
9270,5859467,30100
9271,5859467,30092
9272,5859467,30089
9273,5859467,30095
9274,5859467,30085
9275,5859470,298755
9276,5859471,251284
9277,5859471,251280
9278,5859472,51909
9279,5859472,30088
9280,5859472,261309
9281,5859474,47468
9282,5859474,264842
9283,5859474,37485
9284,5859474,37487
9285,5859474,37480
9286,5859474,100509
9287,5859474,207991
9288,5859474,207975
9289,5859474,207975
9290,5859474,11065
9291,5859474,45976
9292,5859474,305351
9293,5859474,47543
9294,5859474,45867
9295,5859481,258934
9296,5859481,49839
9297,5859481,30102
9298,5859481,306911
9299,5859481,27798
9300,5859481,56544
9301,5859481,264970
9302,5859486,55082
9303,5859501,40753
9304,5859501,37416
9305,5859501,270477
9306,5859501,90124
9307,5859501,90125
9308,5859501,30086
9309,5859503,38729
9310,5859503,110960
9311,5859503,103295
9312,5859503,103373
9313,5859503,103371
9314,5859503,103170
9315,5859506,42330
9316,5859510,287646
9317,5859510,287644
9318,5859510,27798
9319,5859510,30095
9320,5859510,282569
9321,5859510,79782
9322,5859510,79785
9323,5859510,27801
9324,5859510,27803
9325,5859510,31450
9326,5859510,51909
9327,5859510,52457
9328,5859510,52459
9329,5859510,2337
9330,5859510,2336
9331,5859510,270476
9332,5859510,79780
9333,5859510,47350
9334,5859510,257970
9335,5859510,47789
9336,5859510,47788
9337,5859526,261318
9338,5859526,51909
9339,5859526,47245
9340,5859526,31519
9341,5859526,275717
9342,5859529,55411
9343,5859529,281145
9344,5859529,48574
9345,5859529,48371
9346,5859529,30344
9347,5859529,47360
9348,5859529,30091
9349,5859532,52457
9350,5859532,259524
9351,5859532,55411
9352,5859532,306967
9353,5859532,57315
9354,5859532,54776
9355,5859532,49313
9356,5859533,30087
9357,5859533,167608
9358,5859538,2334
9359,5859538,30079
9360,5859538,252993
9361,5859538,259524
9362,5859538,261315
9363,5859538,35169
9364,5859538,128484
9365,5859538,261309
9366,5859538,37509
9367,5859538,117836
9368,5859538,30979
9369,5859545,47468
9370,5859545,46458
9371,5859556,31450
9372,5859556,31445
9373,5859556,31448
9374,5859556,31451
9375,5859556,34190
9376,5859556,34191
9377,5859556,28207
9378,5859561,46971
9379,5859561,280238
9380,5859566,260239
9381,5859566,79784
9382,5859568,252488
9383,5859568,305146
9384,5859568,305145
9385,5859574,266344
9386,5859574,2334
9387,5859574,266361
9388,5859574,266357
9389,5859578,43169
9390,5859578,31450
9391,5859578,31448
9392,5859578,36940
9393,5859585,30085
9394,5859585,48953
9395,5859585,51909
9396,5859586,103682
9397,5859586,286022
9398,5859586,286733
9399,5859596,27801
9400,5859596,27803
9401,5859596,41763
9402,5859596,41757
9403,5859596,41758
9404,5859596,37422
9405,5859596,27798
9406,5859596,31445
9407,5859596,31450
9408,5859596,49313
9409,5859598,43715
9410,5859598,33574
9411,5859598,37446
9412,5859608,31533
9413,5859608,2337
9414,5859608,52353
9415,5859608,257992
9416,5859608,37403
9417,5859608,37430
9418,5859617,30084
9419,5859617,259524
9420,5859617,30089
9421,5859617,2338
9422,5859617,252738
9423,5859619,304760
9424,5859619,103338
9425,5859619,270335
9426,5859619,53482
9427,5859629,253836
9428,5859629,304733
9429,5859629,304732
9430,5859629,47480
9431,5859629,43169
9432,5859629,37511
9433,5859629,34599
9434,5859629,34811
9435,5859629,49313
9436,5859629,97491
9437,5859631,278081
9438,5859631,282614
9439,5859632,34146
9440,5859632,34149
9441,5859632,90108
9442,5859632,90111
9443,5859632,287425
9444,5859632,97489
9445,5859632,1077
9446,5859632,51909
9447,5859636,97491
9448,5859636,114477
9449,5859636,270474
9450,5859636,31445
9451,5859636,31450
9452,5859636,37511
9453,5859636,37319
9454,5859652,37455
9455,5859652,251370
9456,5859652,266347
9457,5859652,117996
9458,5859652,2331
9459,5859655,34560
9460,5859655,241867
9461,5859655,252588
9462,5859655,49313
9463,5859655,2331
9464,5859655,74630
9465,5859655,252421
9466,5859655,266398
9467,5859655,32308
9468,5859656,268513
9469,5859656,292891
9470,5859656,252590
9471,5859656,282038
9472,5859657,251648
9473,5859657,110885
9474,5859657,253850
9475,5859660,46489
9476,5859660,40880
9477,5859662,253827
9478,5859662,280169
9479,5859662,56603
9480,5859662,51949
9481,5859662,258005
9482,5859662,283859
9483,5859662,283860
9484,5859662,283861
9485,5859662,49353
9486,5859662,30089
9487,5859662,30087
9488,5859662,30164
9489,5859663,45523
9490,5859663,258005
9491,5859663,90126
9492,5859663,36206
9493,5859678,50299
9494,5859678,74931
9495,5859678,58201
9496,5859678,34356
9497,5859678,34285
9498,5859678,266360
9499,5859678,266343
9500,5859679,30088
9501,5859679,33006
9502,5859680,90092
9503,5859680,90093
9504,5859680,52770
9505,5859682,100509
9506,5859682,30378
9507,5859682,30379
9508,5859683,75015
9509,5859683,241867
9510,5859683,262624
9511,5859683,152936
9512,5859683,182414
9513,5859687,30081
9514,5859687,37497
9515,5859687,37469
9516,5859687,43169
9517,5859689,273187
9518,5859689,273185
9519,5859689,278513
9520,5859690,292240
9521,5859690,273252
9522,5859690,306940
9523,5859691,37469
9524,5859691,74710
9525,5859691,270476
9526,5859694,37597
9527,5859694,40845
9528,5859699,46277
9529,5859699,31823
9530,5859703,290579
9531,5859703,266347
9532,5859703,266350
9533,5859703,266349
9534,5859703,266346
9535,5859703,48574
9536,5859703,47111
9537,5859713,74940
9538,5859713,252760
9539,5859713,245622
9540,5859713,98355
9541,5859713,98345
9542,5859713,98346
9543,5859713,98347
9544,5859713,30090
9545,5859724,34560
9546,5859724,259398
9547,5859724,304518
9548,5859724,304516
9549,5859724,46604
9550,5859724,52465
9551,5859724,52466
9552,5859724,207360
9553,5859724,31450
9554,5859724,31445
9555,5859724,253797
9556,5859724,171759
9557,5859724,117836
9558,5859724,245626
9559,5859724,245624
9560,5859724,52527
9561,5859724,171755
9562,5859726,160482
9563,5859726,160485
9564,5859726,304732
9565,5859726,304733
9566,5859727,31828
9567,5859727,261372
9568,5859727,54065
9569,5859727,293193
9570,5859727,103213
9571,5859727,37065
9572,5859727,280625
9573,5859728,304922
9574,5859728,283013
9575,5859728,74656
9576,5859728,252157
9577,5859734,280809
9578,5859734,2332
9579,5859736,51473
9580,5859736,37319
9581,5859736,45834
9582,5859736,49912
9583,5859736,41546
9584,5859742,51909
9585,5859742,52987
9586,5859745,283659
9587,5859745,263282
9588,5859745,290028
9589,5859745,292028
9590,5859749,31395
9591,5859749,46799
9592,5859749,266344
9593,5859749,58669
9594,5859749,31395
9595,5859749,94870
9596,5859749,52465
9597,5859749,181585
9598,5859749,30089
9599,5859754,41806
9600,5859754,34805
9601,5859754,43169
9602,5859754,34651
9603,5859755,298665
9604,5859755,292028
9605,5859758,43169
9606,5859758,117836
9607,5859758,252993
9608,5859758,34811
9609,5859758,262051
9610,5859758,34158
9611,5859758,110885
9612,5859758,41767
9613,5859758,270476
9614,5859758,282790
9615,5859758,100508
9616,5859758,30095
9617,5859758,241911
9618,5859758,261586
9619,5859758,49839
9620,5859758,294089
9621,5859758,31388
9622,5859758,74698
9623,5859758,75646
9624,5859758,30974
9625,5859758,45352
9626,5859758,45976
9627,5859758,45976
9628,5859758,87183
9629,5859758,87263
9630,5859758,87200
9631,5859758,87199
9632,5859763,252585
9633,5859763,266398
9634,5859763,49313
9635,5859763,33598
9636,5859763,287644
9637,5859763,304436
9638,5859763,34146
9639,5859763,34150
9640,5859763,34149
9641,5859763,34148
9642,5859763,243903
9643,5859763,90091
9644,5859763,282795
9645,5859763,51909
9646,5859763,74937
9647,5859763,273252
9648,5859763,50012
9649,5859767,268098
9650,5859767,74921
9651,5859770,50157
9652,5859770,257563
9653,5859770,243735
9654,5859770,266397
9655,5859770,265377
9656,5859770,265321
9657,5859773,229529
9658,5859773,123664
9659,5859775,36930
9660,5859775,31388
9661,5859775,106212
9662,5859775,241867
9663,5859775,2334
9664,5859775,282146
9665,5859775,36968
9666,5859775,305145
9667,5859775,305146
9668,5859775,254274
9669,5859775,254276
9670,5859775,1077
9671,5859775,49839
9672,5859775,31450
9673,5859776,33577
9674,5859776,27800
9675,5859776,27798
9676,5859779,74938
9677,5859779,1231
9678,5859779,275603
9679,5859779,47360
9680,5859779,31450
9681,5859779,37422
9682,5859779,41812
9683,5859779,37068
9684,5859780,292240
9685,5859780,308007
9686,5859780,259524
9687,5859782,2334
9688,5859782,266343
9689,5859782,90091
9690,5859782,306911
9691,5859782,38062
9692,5859782,34146
9693,5859782,34150
9694,5859783,28205
9695,5859783,48014
9696,5859783,52770
9697,5859783,54494
9698,5859783,2334
9699,5859783,2337
9700,5859783,83542
9701,5859783,258025
9702,5859783,34150
9703,5859783,34149
9704,5859783,213544
9705,5859783,213544
9706,5859783,47350
9707,5859783,30094
9708,5859783,30084
9709,5859786,47531
9710,5859786,257340
9711,5859786,253844
9712,5859786,52218
9713,5859786,219721
9714,5859787,31476
9715,5859787,293205
9716,5859787,275717
9717,5859787,55411
9718,5859788,30088
9719,5859788,30091
9720,5859788,48906
9721,5859788,31557
9722,5859788,31533
9723,5859788,31523
9724,5859788,31549
9725,5859788,307799
9726,5859791,283659
9727,5859791,52465
9728,5859791,41812
9729,5859791,165581
9730,5859791,50397
9731,5859793,34674
9732,5859793,34187
9733,5859793,34188
9734,5859793,34190
9735,5859793,34193
9736,5859793,46606
9737,5859793,280001
9738,5859793,31450
9739,5859793,49313
9740,5859795,37422
9741,5859795,60376
9742,5859797,285959
9743,5859797,285960
9744,5859799,253388
9745,5859799,34617
9746,5859799,34345
9747,5859799,123677
9748,5859802,256073
9749,5859802,259360
9750,5859802,49096
9751,5859802,265380
9752,5859803,51038
9753,5859803,51507
9754,5859805,306967
9755,5859805,52460
9756,5859805,47243
9757,5859809,30094
9758,5859809,2594
9759,5859809,253867
9760,5859809,37319
9761,5859809,31450
9762,5859809,253899
9763,5859809,75037
9764,5859809,75041
9765,5859809,265857
9766,5859812,304379
9767,5859812,304381
9768,5859812,304384
9769,5859816,46451
9770,5859816,46450
9771,5859816,46453
9772,5859818,266380
9773,5859818,43169
9774,5859818,52705
9775,5859818,30980
9776,5859818,38237
9777,5859818,55411
9778,5859818,283013
9779,5859818,74656
9780,5859818,219721
9781,5859819,255038
9782,5859819,255040
9783,5859819,57003
9784,5859819,287730
9785,5859819,287819
9786,5859819,45867
9787,5859820,2331
9788,5859820,2335
9789,5859820,28202
9790,5859820,252745
9791,5859820,110973
9792,5859823,49313
9793,5859823,47072
9794,5859823,37480
9795,5859823,37481
9796,5859823,37482
9797,5859823,37483
9798,5859823,252492
9799,5859823,53053
9800,5859823,46603
9801,5859823,34146
9802,5859823,34147
9803,5859823,34150
9804,5859823,34149
9805,5859823,43167
9806,5859823,47543
9807,5859824,30089
9808,5859824,30079
9809,5859824,30095
9810,5859824,30088
9811,5859824,257790
9812,5859826,75207
9813,5859826,74931
9814,5859826,52459
9815,5859826,52457
9816,5859826,268549
9817,5859826,106212
9818,5859826,55111
9819,5859826,252677
9820,5859826,31476
9821,5859826,257595
9822,5859826,49313
9823,5859826,117836
9824,5859826,277929
9825,5859826,98590
9826,5859826,98588
9827,5859826,50012
9828,5859826,306828
9829,5859827,275505
9830,5859827,47787
9831,5859827,49019
9832,5859828,55434
9833,5859828,285740
9834,5859828,273531
9835,5859828,264817
